tweets;1.kisi;2.kisi;3.kisi
"Avustralya'da #ýrkçýlýk tartýþmalarý.
https://t.co/gXDnxwxUcG";0;0;
"Irkçýlýða karþý hoþgörü festivali yapýldý 
 #ýrkçýlýk #zürih #Ýsviçre #tekno #müzik #Festival  
 https://t.co/JrBneGPh3N https://t.co/NctIHbtFDM";0;0;
"#ABD’de aþýrý saðcýlarýn düzenlediði gösterilere 30 kiþi katýlýrken, #ýrkçýlýk karþýtlarý binlerce kiþiyle meydanlarý doldurdu.

https://t.co/1tfSgHpNan";0;0;
"#ABD'nin baþkenti #Washington'da binlerce kiþi #ýrkçýlýk karþýtý gösteri gerçekleþtirdi. 
https://t.co/HvrIPs24UK";0;0;
"Paylaþtýðýn tweetle ayný zamanda #ýrkçýlýk yaptýðýn için burayada alýyorum sen #ýrkçý @haykobagdat 
https://t.co/ctDbem2xVW";0;1;
Trump’tan sporculara: Milli marþýnýz için ya gururla ayakta durun veya ücret almadan uzaklaþtýrma alýn - #alaturkaonline #abdhaberleri #amerikadakiturkler #donaldtrump #irkçýlýk #millimarþ #usahaberleri #amerika #spor - Haberlerin detaylarýný profilimizd… https://t.co/2Qhq2Ih9id https://t.co/hft5NV60hL;0;0;
"Araþtýrma: #Trump döneminde #ABD'de #ýrkçýlýk artmýþ durumda. 
https://t.co/wLl5bIU9Uq";0;0;
#çýraklýk #kalfalýk #ustalýk #baþkanlýk #reis #hedef2023 #turban #sorunu #kürt #sorunu #imf #ýrkçýlýk #hepsi #bitti @ Istanbul, Turkey https://t.co/kQ2nWCGIGZ;0;0;
"#ýrkçýlýk #ýrkçý @skimdemisnbibak @mydrmelancholy 
Seni de ilk tweeti beðendiðin için alýyorum þuraya @PuCCaa https://t.co/t2lEqXEpzC";0;0;
"#ýrkçýlýk #ýrkçý #ypg 
Orjinal tweet: https://t.co/lDiuXrSNaG https://t.co/Zi7SdzPXcF";0;0;
"#Almanya'da #ýrkçýlýk suç deðil #milliyetçilik suç
#MesutÖzil'e yönelik eleþtirilerle, göçmenlerin, Alman ana akýmý tarafýndan belirlenen bazý “kýrmýzý çizgileri aþamayacaklarý” ve bu noktada uyumlu olmalarýnýn beklendiði mesajý verilmek istenmiþtir.
https://t.co/YjK03OlwhM https://t.co/quvNoHyyRT";0;0;
"#Evrim ve #ýrkçýlýk: Afrika'da ortaya çýkan ve Kafkas beyaz ýrkýna kadar geliþen ilk çaðdaþ insan, evrimin merdiveninin zirvesinde ortaya çýktý! (Not:Kanýtsýzdýr)

Yani beyazlar üstünmüþ çünkü daha çok geliþmiþler.";1;0;
"GÝTME DEMÝÞTÝK! BÝZ OLSAK ANINDA SAHAYA ÝNMÝÞTÝK! #GAGS
@dembabafoot 

Çin'de ýrkçýlýk skandalý! Demba Ba çýlgýna döndü

Ba, Changchun Yatai'den Li Zhang'ýn kendisine ýrkçý sözler söylemesinin ardýndan futbolcunun üzerine yürüdü!

#Göztepe #GöztepeCom #DembaBa 
#Irkçýlýk #Çin https://t.co/6xypdJnckB";0;0;
"???? Þiddet ve #ýrkçýlýk Amerikan #polis gücüne hakim durumda.

#ABD'de yaþayan bir siyahiysen öldürülmene bahane olacak 25 eylem https://t.co/CFcRp9ej6Z";0;0;
"Almanya Birinci Televizyon kanalý ARD'nin yaptýrdýðý ankete göre, Almanlarýn yaklaþýk 3'te 2’si ýrkçýlýðý ciddi bir sorun olarak görüyor. 
https://t.co/9NWvuDnNI6

#trt #trttürk #almanya #ýrkçýlýk https://t.co/ZXDyFFQ2Yd";0;0;
"DEMOKRASÝ ADACIÐI'NDAN APARTHEÝD REJÝMÝNE
https://t.co/DAs2Pd1XTu

#YahudiUlusDevletYasasý #israil #ýrkçýlýk #ApartheidIsrael https://t.co/0ezbeUtZiQ";0;0;
Irkçýlýk yapýldýðýný Sibel Kekilli'de doðruladý #sibelkekilli #ýrkçýlýk #açýklama #almanya https://t.co/WSE3lgKK26;0;0;
"Yeni Ýnsan Yayýnevi’nden Eðitim Serisi’ne bir kitap daha: Dil Irkçýlýðý
https://t.co/BB4Ec0SQ4A #dil #ýrkçýlýk #kitap #eðitim #DadaKitap https://t.co/1mUmhWa8pc";0;0;
"""Uzmanlar, Almanya'daki Nasyonal Sosyalist Yeraltý (#NSU) davasý üzerine düzenlenen panelde, söz konusu davanýn #ýrkçýlýk boyutuna dikkati çekerek bu davanýn #Almanya'da hukuka olan inancý zedelediðini belirtti.""
https://t.co/nfAMCYNsUs";0;0;
"Sibel Kekilli’den ýrkçýlýk iddiasý 
#Sibel #Kekilli #Alman #Türk #ýrkçýlýk
https://t.co/GmmcBoCu69";0;0;
"Hain pusuda ölen bir anne ve 11 aylýk bir bebek.
Ölüm üzerinden bile #ýrkçýlýk yapýyorsunuz. 
Ölen #Türk evladý demek nasýl bir kelime?
Ölümün ýrký, dili, dini var mý?
Þimdi bu bebeðe sadece #Türkler mi üzülecek,... https://t.co/JXRNTcyba4";0;0;
"Zalimler senin hangi ýrktan hangi dinden olduðuna bakmaz onun þartlarýný yerine getirip getirmediðine bakar
#siyonizm
#ýrkçýlýk https://t.co/KREfDJI8sf";0;0;
"AFÞIN’A MEKTUPLAR 3 - NEJDET SANÇAR

Sevgili #Afþýn Ýstanbul Sýký Yönetim Mahkemesi’nin bana verdiði, son­radan Askerî Temyiz tarafýndan bozulan, bir yýl iki aylýk ...

Devamýný okumak için: https://t.co/scRUD7m8Q1 …

#AfþýnaMektuplar #ýrkçýlýk #NejdetSançar #Türkçülük #tarih";0;0;
"AFÞIN’A MEKTUPLAR 3 - NEJDET SANÇAR

Sevgili #Afþýn Ýstanbul Sýký Yönetim Mahkemesi’nin bana verdiði, son­radan Askerî Temyiz tarafýndan bozulan, bir yýl iki aylýk ...

Devamýný okumak için: https://t.co/OgvDvWcKqh

#AfþýnaMektuplar #ýrkçýlýk #NejdetSançar #Türkçülük #tarih";0;0;
"???? Þiddet ve #ýrkçýlýk Amerikan #polis gücüne hakim durumda.

#ABD'de yaþayan bir siyahiysen öldürülmene bahane olacak 25 eylem https://t.co/IPTFhddji9";0;0;
"Bild gazetesine deðerlendirmelerde bulunan Almanya Dýþiþleri Bakaný Heiko Maas, ülkede ýrkçýlýðýn yeniden öne çýktýðý izlenimi oluþmasý durumunda bunun Almanya’nýn imajýna zarar vereceðini söyledi.

#trt #trttürk #almanya #ýrkçýlýk https://t.co/QEryMNID3m";0;0;
@nusaybin__47 Dusman yaratmadan yasayamayanlar en son birbirine dusman olur #irkcilik hastaliginin sonuclari;0;0;
"Baþka birinin vurulduðu zincirleri görmek ve sizin üzerinizde olmadýklarýna þükretmek -siyahilere bahþedilen tek teselli buydu????
#yeraltýdemiryolu #gerçekamerikanrüyasý #ýrkçýlýk #nefret https://t.co/oy95rxMy17";1;1;
@MirgunCabas Vidonun baþýný görmüyoruz. Ýnsanlar heykel deðil robot deðil. Bu bir aile ve ailece sohbet edebilirler. Biraz sesli olunca kýyamet kopmuyor. #tahammülsüzlük ve #ýrkçýlýk olabileceði kanaati daha aðýr basýyor. #mirgün bey gibilerinin bile peþi;0;0;
ÝBRETLÝK! Sonuna kadar izleyin... #almanya #ýrkçýlýk #Allah https://t.co/teZVY9RzU5;0;1;
"Serena Williams’tan ayrýmcýlýk tepkisi 
 #Serena #williams #tenis #Spor #ýrkçýlýk #Ayrýmcýlýk  
 https://t.co/ymEKFd2Nqj https://t.co/5BdC9avfYi";0;0;
"ÝSRAÝL’DE APARTHEÝD REJÝMÝNÝN TESCÝLÝ VE ULUSLARARASI HUKUK
https://t.co/kc7DRIS3Yc

#ÝþgalciÝsrail #YahudiUlusDevlet #ýrkçýlýk #apartheid #Kudüs #Filistin https://t.co/0yc5C5upSU";0;0;
"Merkel: Türkler ülkeyi zenginleþtiriyor 
#Merkel #Almanya #ýrkçýlýk #Özil 
https://t.co/Vvk3ZoQArc";0;0;
"ÝSRAÝL’ÝN ULUS-DEVLET YASASI: IRKÇILIKTAN IRKÇILIÐA
https://t.co/vEwL4ieUSU

#Ýsrail #YahudiUlusDevleti #Filistinliler #ýrkçýlýk https://t.co/h41I2v2mVO";0;0;
"#ýrkçýlýk
Önemli olan hangi milletten, hangi ýrktan, hangi genomdan ya da soy aðacýndan geldiðin deðil, yaþadýðýn adýna vataným diyebildiðin ve uðrunda ölümü bile göze aldýðýn bir yerin olmasý ve senin orasý için ömrünün sonuna kadar elinden gelenin en iyisini yapmandýr. M.I.";0;0;
"Aynaya bakan yok. Artýk uzun zaman 
#Türkiye  #ýrkçýlýk https://t.co/uqD5Pz3GIp";0;0;
"Cumhurbaþkaný Recep Tayyip Erdoðan ile çektirdiði fotoðraf nedeniyle Almanya'da ýrkçý ve ayrýmcý saldýrýlarýn hedefi olan Türk asýllý futbolcu Mesut Özil, yalnýz býrakýlmadý.

#trt #trttürk #cumhurbaþkaný #RecepTayyipErdogan #ýrkçýlýk #ayrýmcýlýk #saldýrý #futbolcu #MesutÖzil https://t.co/Zz9OG2LlQ2";0;1;
TÜRKOÐLU Mesut Özil Dünden Bugüne Yaþadýklarý - https://t.co/J12W1xTmPW devamý için TIKLA #çarþamba #MesutOzil #ýrkçýlýk https://t.co/vhaRCRtDko;0;0;
"Ve Mesut Özil Alman Milli Takýmýný Býraktý! - Aziz Dolu @azizdolu https://t.co/uGVKqgp1An

#MesutÖzil #WeAreWithÖzil #futbol #ýrkçýlýk #Almanya #Türkiye #Türk #haber #spor #TürkToyu";0;0;
#Yunanistan ôlenlere baþ saðlýðý, yakýnlarýna sabýr diliyorum ??????#ýrkçýlýk ayrýmcýlýk tir..sevinenleride kýnýyorum..;0;0;
Irkçýlýðýn her türlüsüne lanet olsun.  #ýrkçýlýk;0;0;
Avrupa Rizeliler Dernegi @mesutozil1088 Mesut’un yanýnda. Biz tüm Evlatlarýmýza #sahip çýkarýz. #özil #rassismus #ýrkçýlýk #hayýr #futbol #fussball #futbol #türkiye #rize #avrupa https://t.co/72nB7P1GPq;0;0;
"Türk asýllý Alman futbolcu Mesut Özil'in Alman Milli Takýmý'ný býrakmasý sporda bir türlü önüne geçilemeyen ýrkçýlýk tartýþmalarýný yeniden alevlendirdi.
https://t.co/mfCBaTXXGM

#trt #trttürk #mesutözil #ýrkçýlýk https://t.co/e0AZm62uFy";0;0;
"Bizim ülkemizdeki salaklarýn #ýrkçýlýk algýsý ve savunmasý: “Biz zenciler seviyoruz bizde ýrkçýlýk olmaz.”
Kürtleri linç eder, iþe almaz, ötekileþtirir, Koreli turisti döver, Romanlarý insan vasfýna sokmaz. 
Ama bizde ýrkçýlýk Yok, yersen.";1;1;
"Paulo Coelho, Almanya Milli Futbol Takýmý'ndan uðradýðý ýrkçýlýk ve baský yüzünden ayrýlan Türk asýllý Alman futbolcu Mesut Özil'e,  Twitter hesabý üzerinden yaptýðý paylaþýmla destek oldu.

#trt #trttürk #paulocoelho #mesutözil #ýrkçýlýk #baský https://t.co/Sd353RGSXe";0;0;
#ýrkçýlýk elbette kötüdür, sizde bu huyunuzdan vazgeçin.;0;0;
"#MesutÖzil #ýrkcýlýk #göçmenler #gençler #spor #MesutOEzilAdamdýr @gencliksporbak @tcbestepe @ABBaskanligi @Akparti @MHP_Bilgi @InsanHaklariDB
MESUT TEBRÝKLER
Mesut helal olsun sana
Doðrularý söyledin kahramanca
Ýki yüzlülüðü çýkardýn ortaya
Ders verdin ýrkcý Avrupaya";0;0;
"“Kazanýnca Alman, kaybedince göçmen oldum”
@MesutOzil1088 #racism #ýrkçýlýk #MesutOEzilAdamdýr https://t.co/HePk6XrAfb";0;0;
Mesut Özil’den Þok Karar https://t.co/x3Iq3UpDAr #almanya #irkcilik #mesutozil #alemhaber #haber #haberler #sondakika via @alemhaber;0;0;
Adamsýn mesut inþallah bundan sonraki gençlere örnek olur #fairplay #ýrkçýlýk @MesutOzil1088;0;0;
@MesutOzil1088 Irkçýlýða ve yapýlan ahlaksýzlýklara prim vermeyerek , iyi futbolcu olduðun kadar güçlü karakterli bir insan olduðunuda gösterdin. Pasaportun ne olursa olsun #türk sün. Ve sonuna kadar seninleyiz. #MesutOzil #noracism #ýrkçýlýk;0;0;
"“Arkadaþlarým Podolski ve Klose’ye hiç bir zaman Polonyalý-Alman olarak hitap edilmedi. Bana neden Alman Türkü denildi? Türkiye olduðu için mi? Müslüman olduðum için mi?”
@MesutOzil1088 #almanyadatürkolmak #TeamÖzil #ýrkçýlýk";0;1;
#ýrkçýlýk yapan bizden degildir diyen Peygamberin ummetiyiz. Mesut Özili aldigi karari geregi destekliyorum. Aynisi #SüReSizNaFaKa da #cinsiyetçilik tir. #SüreliNafakaAcilenTorbaya @RT_Erdogan @dbdevletbahceli @abdulhamitgul @ZehraZumrutS @jsarieroglu @gulenderacanal;0;0;
Israil #iþgal devletinin parlementosu dün onayladýðý Yahudilik milliyetçiliði yasasý(Yahudi Ulus Devlet Yasasý) #ýrkçýlýk ve #faþistligin en üst kademesi #Filistinin asýl sahiplerin #dili yasaklanacak ve #yahudi olamayanlarýn #varlýðý kabul edilmeyecek. #IrkçýlýkDevletiÝsrail;0;0;
"Hollandalý bakana göre ýrkçýlýk genetik

#Hollanda #ýrkçýlýk 

https://t.co/tB8pHLE04F https://t.co/YFQBc0ZpbD";0;0;
"Özdemir: Özil'e eleþtiriler ýrkçý bir hal aldý 
#ýrkçýlýk #Mesut #Özil #Erdoðan #Cem #Özemir
https://t.co/OJE5ERonHn";0;0;
"Hollanda Dýþiþleri Bakaný: ""Irkçýlýk genlerde var"" 
Hollanda #ýrkçýlýk
https://t.co/CdxK8lRK9Y";0;0;
Irkçýlýkla mücadeleye adanmýþ bir ömür. Ulusun babasý, özgürlük savaþçýsý Nelson Mandela’ya  100. yaþ gününde saygýlarla. #özgürlük #ýrkçýlýk #renk #cinsiyet… https://t.co/FyJSPmIZQT;0;0;
"Yarýn #Almanya'nýn Senftenberg kentinde önemli bir duruþma görülecek. Geçen yýl oyun parkýnda aralarýnda hamile kadýn ve çocuklarýn olduðu bir grup, Alman bir gencin saldýrýsýna uðramýþtý. Umuyorum ki bu davada #ýrkçýlýk yargýlanacak&amp;maðdurlar gereken desteði görecek.
#Rassismus https://t.co/TjNGZkPZuL";0;0;
"???? Beyaz tenli bir güvenlik görevlisi, polisi arayarak futbol takýmý kurabilmek için #Philadelphia hayvanat bahçesinin dýþýnda su satýp para toplamaya çalýþan siyahi çocuklarý þikayet etti.

Polis siyahi çocuðu yerde hýrpaladýktan sonra tutukladý.

#ýrkçýlýk https://t.co/eAkyuHrQKD";1;1;
Milliyetçilik yap ama #ýrkçýlýk yapma!;0;0;
@KurtogluEgemen @TubaSarialtin #Irkcýlýk bazý kaný bozuk insanlarda maalesef var, Almancýlara deyip yillarca bize ýrkcýlýk yaptýlar, bizi kuþandýlar;0;1;
Soykýrým;0;0;
"???? Þiddet ve #ýrkçýlýk Amerikan #polis gücüne hakim durumda.

#BM raporuna göre, #ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda.
https://t.co/qTGBcnSZAy";0;0;
"#Almanya #WM2018 #DK2018 kazanýnca, gazeteler #Kroos, #Kimmich, #Neuer ve #Müller’i gösteriyor.. Yenilip, elenince #Özil &amp; #Gündoðan’ýn resimlerini gösteriyor.. #ýrkçýlýk ile alakasý yoktur galiba..";0;0;
Irkçýlýk üzerinden yürütülen yeni bir kaos planý devrede. Asla prim vermemeliyiz. Ortak paydamýz insan olmak. Türk, Kürt, Arap, Suriyeli... ayný vardan var olmuþuz, gerisi boþ. #irkcilik #kavmiyetcilik fikri ayaklarýmýzýn altýnda olmalý. #suriye #Turkiye #Turkey;1;0;
Alman müslümanlar içinde islam karþýtlýðý dolayýsýyla Türkiyeye yerleþme düþüncesinde olan sesler git gide çoðalýyor. #almanya #islam #ýrkcýlýk  https://t.co/6qJ9clvj8B;0;0;
#ýrkçýlýk hangi þekilde yapýlýrsa yapýlsýn bir #insanlýk suçudur. Bunun neden böyle olduðunu daha iyi anlamak için acý bir örnek! https://t.co/7SnsiNBsVC;0;0;
@Farketmeliydi Kesinlikle #Darwinizm ile #ýrkçýlýk arasýnda bir bað var. Bunu isbatlayan tweetlerim olacak . Ýnþallah.;1;0;
"Avrupada Aþýrý Sað Yükseliyor, Peki Türkiye Nerede? 

Ayrýntýlar:
https://t.co/nOmoimTBah

#ýrkçýlýk #aþýrýsað #akýl #bilim #aydýnlanma
Daha fazlasý için bizi Facebook, Twitter ve Instagram’da takip edin! https://t.co/T1H6Fk1m2Y";0;0;
Irkçýlýk, faþizm, ayrýmcýlýk budur. Suriyeli yerine Kürt sýfatýný koyun öyle okuyun tanýdýk gelecek mi? Halký kin ve düþmanlýða kýþkýrtan bu adamý hala okuyan ve buna hala yazdýran var. #YýlmazÖzdil #ýrkçýlýk #faþizm #racism #Secim2018 https://t.co/06plIgzbsS;1;1;
"Asimetrik Ýfade Nedir? Öldürmek dýþýnda bir seçeneðin yok muydu ""HAYIR"". #mikroifadeler #asimetrikifade #fergusonolayi #ýrkçýlýk #amerika https://t.co/aVfBLniEda";0;0;
"Irkçý bir zihniyetle hemen Suriyeli çocuklarý suçlayanlara da, o masum yavru köpeðe canilik yapanlara da edecek küfür dahi bulamýyorum!!! 
#hayvanaþiddetsuçtur #ýrkçýlýk";1;1;
Tam 3 asýr Ýspanya’yý yöneten Müslümanlar ne zaman ki þan, þöhret, toprak için birbiriyle savaþmaya baþladý iþte o zaman kaybetti... #Endülüs #Müslüman #ýrkçýlýk https://t.co/VUg1L8i8mx;0;0;
"Belçika'da hakimden ders gibi 'Türk Konvoyu' kararý&gt;&gt;&gt;&gt;https://t.co/vzN6ak0sQY
#türk #türkkonvoyu #belçika #ýrkçýlýk https://t.co/Pgay4YdyBn";0;0;
"???? #ABD'de siyahi erkeklerin #polis tarafýndan öldürülme olasýlýðýnýn beyazlara oranla dokuz kat fazla!

Þiddet ve #ýrkçýlýk Amerikan polisinin iki hakim niteliði.

#BM raporuna göre, ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda.
https://t.co/qTGBcnSZAy";0;0;
"???? Þiddet ve #ýrkçýlýk Amerikan #polis teþkilatýna hakim durumda.

#BM raporuna göre, #ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda!
https://t.co/qTGBcnSZAy";0;0;
Türkiye'ye #demokrasi ve #özgürlük dersi vermeye çalýþan Batý'da #ýrkçýlýk her geçen gün artýyor. https://t.co/N49JoANbpQ;0;0;
#Türkiye'nin demokrasi yolculuðunu görmezden gelerek bize #demokrasi ve #özgürlük dersi vermeye çalýþan Batý'da #ýrkçýlýk her geçen gün artýyor. https://t.co/0XAhlRwgmq;0;0;
"???? #Starbucks 8 bin þubesini #ýrkçýlýk eðitimi için kapattý.

https://t.co/nhIvPMpdgd";0;0;
"???? #Starbucks, #ABD'deki 8 binden fazla maðazasýný kapatarak yaklaþýk 170 bin personeline 4 saat süren ""#ýrkçýlýk ön yargýsý"" eðitimi verdi.

https://t.co/nhIvPM7BRD";0;0;
"#Solingen'de olanlarý #unutmadýk #unutmayacaðýz.
#Solingen1993 #25Yýl #ýrkçýlýk https://t.co/h1I0LDilQ7";0;0;
#Starbucks'ta personele #ýrkçýlýk eðitimi bugün https://t.co/Y92dDNdzgx;0;0;
Sizce Hangisi Daha Kötü #anket #oy #seçim #akp #chp #mhp #iyi #saadet #türkiye #turkey #istanbul #izmir #ankara #galatasaray #fenerbahçe #beþiktaþ #muharremince #türk #ýrkçýlýk #homofobi #cinsiyetayrýmý #hayvan #takip #like #aþk #youtube #hadi #instagram #bursa #erdoðan #tamam;0;0;
"???? #Alman kamu televizyon kanalý #ZDF’in düðün yayýnýna #ýrkçýlýk suçlamasý
https://t.co/iSU3xsB203";0;0;
"ABD'de siyahiler sistematik baský ve ayrýmcýlýða maruz kalýyorlar. 
Batý medeniyeti ýrkçýlýk ve sömürgecilik üzerine kuruldu ve bu medeniyetin damarlarýnda hala ayný kan akýyor.
#Batý
#ABD
#Irkçýlýk https://t.co/M0sixcPrgg";1;1;
"''BU KARARLA FÝLÝSTÝNLÝLER GÖÇE ZORLANACAK!''
https://t.co/oQGoMokjSM
#filistin #iþgalciisrail #ýrkçýlýk";0;1;
"""IRKÇILIÐIN EN ÇÝRKÝN TEZAHÜRÜ""
https://t.co/dl3uJerSep
#iþgalcisrail #filistin #ýrkçýlýk https://t.co/95RWM8i0lt";1;1;
"???? #Alman kamu televizyon kanalý #ZDF’in düðün yayýnýna #ýrkçýlýk suçlamasý
https://t.co/iSU3xsB203";0;0;
"Irkçýlýk, cehaletin dýþavurumudur...

#ýrk #ýrkçý #faþist #komünist #ýrkçýlýk #türkiye #cahil #cehalet #gerici #yobaz #trabzon #erzurum #diyarbakýr #faþizm #mhp";1;1;
"???? #Amerikan polisi #ýrkçýlýk ve þiddette sýnýr tanýmýyor!

Georgia'da #polis 65 yaþýndaki siyahý kadýný kolundan hýzlýca çekerek arabadan indirdi, küfürler savurup yaþlý kadýnýn ellerini arkadan kelepçeledi. https://t.co/jj7QxO0Khc";0;0;
#Starbucks'ta bir '#ýrkçýlýk' vakasý daha! https://t.co/G9xzqcZkLm;0;1;
"???? #Amerikan polisi #ýrkçýlýk ve þiddette sýnýr tanýmýyor!

Georgia'da #polis 65 yaþýndaki siyahý kadýný kolundan hýzlýca çekerek arabadan indirdi, küfürler savurup yaþlý kadýnýn ellerini arkadan kelepçeledi. https://t.co/e9vMryNchS";0;1;
Irkçýlýðýn önüne geçmek için biz ne yapabiliriz? #irkcilik #rassismus #ocakmedya  https://t.co/QMn7S1Lslb via @@ocakmedya;0;0;
"#Linç kültürü ya da #ýrkçýlýk sorunu ne derseniz deyin.. #dilenci si #asker i arasýnda fark gözetmeyen bir toplum haline getirdiler...

Birilerini linç etmek için bahane arýyorlar. #Kürt olmak ya da herhangi bir #öteki olmak yetiyor. https://t.co/sYgZo6uPRp";0;0;
"???? #ABD'de siyahi erkeklerin #polis tarafýndan öldürülme olasýlýðýnýn beyazlara oranla dokuz kat fazla!

Þiddet ve #ýrkçýlýk Amerikan polisinin iki hakim niteliði.

#BM raporuna göre, ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda.
https://t.co/qTGBcnSZAy";1;1;
#Xenophobia ve #ýrkçýlýk herhangi bir hükümetin gündeminde deðildir. Birçok ülkede, hemen hemen her durumda iyi bir iþ olan gizli köle bir savaþý temsil ediyor, dolayýsýyla kölelik ve insan kaçakçýlýðý ile yakýn iliþkisi var.;0;0;
@TCParisBK gibi kurumlar bu tip insanlarla ilgilenemez mi? #ýrkçýlýk #Raciste https://t.co/NeZxdZfJ3Q;0;0;
"???? #Þiddet ve #ýrkçýlýk Amerikan #polis gücüne hakim durumda.

#BM raporuna göre, #ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda.
https://t.co/qTGBcnSZAy";0;0;
@TurkTelekom @TTDestek  Gerekenin yapýlmasý için neyi bekliyor ,neyi araþtýrýyorsunuz ? #racizm #ýrkçýlýk https://t.co/9twpaa7FEm;0;0;
Tarihi çok eskilere dayanan #ýrkçýlýk, #reklamcýlýk alanýnda da sýk sýk yer alýyor. Toplumun tepkisini çekmesine raðmen uluslararasý yada yerli markalar #ýrkçý reklamlar yapmaya devam ediyorlar. https://t.co/CowBeHjAQb;0;0;
"GOMÝS: ''ÇOCUKLUÐUMDAN BERÝ IRKÇILIKLA MÜCADELE ETTÝM''

https://t.co/xVzNA0PYlo

#galatasaray #transfer #sondakika #gomis #beþiktaþ #fenerbahçe #ýrkçýlýk https://t.co/IHfMO6zSCq";0;0;
Hollanda&amp;0;0;
"???? Amerikan polisi beyaz bir kadýna vurulma tehlikesi olmadýðý konusunda güvence veriyor: ""Biz sadece siyahileri öldürürüz.""
 
Þiddet ve #ýrkçýlýk Amerikan #polis gücüne hakim durumda.

#BM raporuna göre, #ABD'deki polis vahþeti geçmiþteki ýrk teröründen farksýz durumda. https://t.co/qTGBcnSZAy";1;1;
"ÝÞGALCÝ YAHUDÝ YERLEÞÝMCÝLERÝN IRKÇI SALDIRILARI SÜRÜYOR
https://t.co/NE6WBiAjbN

#batýþeri #yahudiyerleþimci #ýrkçýlýk #saldýrý #ramallah https://t.co/v0NWCtoxJi";1;1;
"@chemedya @metinsen #banafenerbahceyianlat; içinde #þike, #teþvik, #hile, #rüþvet, #ýrkçýlýk, #þiddet, #küfür, #holiganizm, #ikiyüzlülük, #yalanhaber olsun.";0;0;
???? Þarkýcý @raye, Londra'daki @IvyChelsGarden restoran için #ýrkçýlýk iddiasýnda bulundu. Beyaz kýz arkadaþýnýn spor kýyafetle mekana girebildiðini ancak siyahi arkadaþýnýn alýnmayarak ýrkçýlýða maruz kaldýðýný çektiði videoyla kanýtladý. https://t.co/9sjh9W6OB3;1;1;
"???? #Ýngiltere'de #SheffieldÜniversitesi, siyahi bir öðrencinin buz hokeyi maçý sýrasýnda baþýna muz atýldýðý iddialarý da dahil olmak üzere dört farklý #ýrkçýlýk iddiasýný soruþturuyor.

https://t.co/US74mKgRqi";0;1;
"#Avusturya’da geçen yýl Müslümanlara yönelik 309 ýrkçý saldýrý gerçekleþtirildi. Saldýrýlarýn yüzde 98’inde kadýnlar hedef alýnýrken; yazýlý ve sözlü saldýrýlar, seçimlerin yapýldýðý ekim ayýnda en yüksek seviyeye ulaþtý. #islamofobi #ýrkçýlýk 
https://t.co/DOi9MXFzIO";0;1;
"???? Þarkýcý #Raye, Londra'daki #IvyChelseaGarden restoran için #ýrkçýlýk iddiasýnda bulundu.

""Ivy'nin web sitesini kontrol ettim ve kýyafet kuralý yok yazýyor. Neden beyaz bir insana izin veriliyor da ayný þekilde giyinmiþ siyahi bir erkeði almýyorlar?""

https://t.co/LjDfRuHerq";0;0;
"ÝÞGALCÝ YAHUDÝ YERLEÞÝMCÝLERÝN IRKÇI SALDIRILARI SÜRÜYOR
https://t.co/vH7fbFODm4

#yahudiyerleþimciler #israil #filistin #ramallah #ýrkçýlýk #saldýrý https://t.co/26q8nibPrF";1;1;
#Endülüs neden baþarýlý oldu? Çünkü ne #ýrkçýlýk ne de #dincilik yaptý. Hak eden yükseldi. Ýster #Hristiyan olsun, ister #Musevi. #Ýlim zirve yaptý. #Ekonomi atýlým yaptý. #Toplum refahý tattý. Ancak sonradan bir hata yapýldý: #Hizipleþme. Son böyle geldi.;0;0;
Febeye kumpas kuruldu! #Besiktas ‘a 7 maç ceza verilip kupa febeye verilmeli! #þike #ýrkçýlýk #þiddet #Fenerbahce;0;0;
#Ýnsanhaklarý ve #özgürlük gibi deðerleri dilinden düþürmeyerek #Türkiye'ye ders vermeye kalkan #Avrupa'da #ýrkçýlýk ve #islamofobinin yol açtýðý nefret suçlarý hýzla yükseliyor. https://t.co/iEcGHyxEYf;0;0;
"???? #Starbucks'ýn #ABD genelindeki 8 binden fazla maðazasý 29 Mayýs Salý günü öðleden sonra ""#ýrkçýlýk ön yargýsý"" eðitimi için kapalý olacak.

https://t.co/VjfXBVlZuS";0;0;
#Starbucks'ý '#ýrkçýlýk' vurdu! #ABD'deki 8 bin maðaza kapatýlacak... https://t.co/1zgi67WXnB;0;1;
Amerika’daki tüm Starbucks þubelerinde ýrkçýlýk ve ayrýmcýlýða karþý yarým günlük bir eðitim verilecekmiþ. Malum geçtiðimiz günlerde bir Starbucks þubesinde çok tepki çeken ve sonunda Starbucks CEO’sunun özür dilemek zorunda kaldýðý nahoþ bir olay yaþanmýþtý. #ýrkçýlýk #racism https://t.co/oubCG5JGWe;0;0;
Québec - Camiye Terör Saldýrýsýnda Altý Ölü https://t.co/Pu0hCHMmby #irkcilik #islamafobi #quebec #teror;0;0;
Bu #ýrkçýlýk, #bölücülük, ülke soluna #ihanet deðil de nedir?;1;1;
